myownaccuracy,respcorrs,minNrPractice,considerNrTrials,Instr_resp.keys,Instr_resp.rt,key_resp_2.keys,key_resp_2.rt,Instruction_loop.thisRepN,Instruction_loop.thisTrialN,Instruction_loop.thisN,Instruction_loop.thisIndex,Instruction_loop.ran,slides,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,taskGoresp.keys,taskGoresp.rt,pract_resp.keys,pract_resp.corr,myownaccuracyCORR,pract_loop.thisRepN,pract_loop.thisTrialN,pract_loop.thisN,pract_loop.thisIndex,pract_loop.ran,first_character,second_character,Cue,left_categ,centleft_categ,centright_categ,right_categ,corr_ans,trial_cond,switch_cond,cuedCharacter,corrCat,image,pract_resp.rt,rep_resp.keys,rep_resp.rt,repeat_pract.thisRepN,repeat_pract.thisTrialN,repeat_pract.thisN,repeat_pract.thisIndex,repeat_pract.ran,task_resp.keys,task_resp.corr,task_resp.rt,task_loop.thisRepN,task_loop.thisTrialN,task_loop.thisN,task_loop.thisIndex,task_loop.ran,obj_category,rep_resp_2.keys,rep_resp_2.rt,repeat_task2.thisRepN,repeat_task2.thisTrialN,repeat_task2.thisN,repeat_task2.thisIndex,repeat_task2.ran
1,"[0,0,0,0,0,0,1,0,0,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,2,1,1,0,11,11,11,1,stimuli/m4.jpg,stimuli/m1.jpg,1,stimuli/Stationary & school supply.png,stimuli/Clothing.png,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,2,1,0,stimuli/m4.jpg,Clothing,stimuli/objects/mitten04.jpg,0.949,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,0,0,0,1,0,0,1,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,2,1,1,0,12,12,12,1,stimuli/m4.jpg,stimuli/m1.jpg,2,stimuli/Clothing.png,stimuli/Stationary & school supply.png,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,2,1,0,stimuli/m1.jpg,Stationary & school supply,stimuli/objects/notebook03a.jpg,1.846,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,0,0,0,1,0,0,1,1,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,2,0,1,0,13,13,13,1,stimuli/m4.jpg,stimuli/m1.jpg,1,stimuli/Vehicle.png,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,stimuli/Stationary & school supply.png,1,0,0,stimuli/m4.jpg,Vehicle,stimuli/objects/locomotive.jpg,1.237,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,0,0,0,1,0,0,1,1,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,2,1,1,0,14,14,14,1,stimuli/m4.jpg,stimuli/m1.jpg,2,stimuli/Gamestoy & entertainment.png,stimuli/Stationary & school supply.png,stimuli/Vehicle.png,stimuli/Clothing.png,2,1,0,stimuli/m1.jpg,Stationary & school supply,stimuli/objects/mechanicalpencil02.jpg,1.398,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,0,0,0,1,0,0,1,1,1,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,4,0,1,0,15,15,15,1,stimuli/m4.jpg,stimuli/m1.jpg,1,stimuli/Gamestoy & entertainment.png,stimuli/Clothing.png,stimuli/Stationary & school supply.png,stimuli/Vehicle.png,1,0,0,stimuli/m4.jpg,Gamestoy & entertainment,stimuli/objects/rattle.jpg,1.937,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,0,0,0,1,0,0,1,1,1,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,2,0,0,0,16,16,16,1,stimuli/m4.jpg,stimuli/m1.jpg,1,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,stimuli/Stationary & school supply.png,stimuli/Clothing.png,4,1,0,stimuli/m4.jpg,Clothing,stimuli/objects/sheriffhat.jpg,1.603,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,2,1,1,0,17,17,17,1,stimuli/m4.jpg,stimuli/m1.jpg,1,stimuli/Gamestoy & entertainment.png,stimuli/Clothing.png,stimuli/Vehicle.png,stimuli/Stationary & school supply.png,2,1,0,stimuli/m4.jpg,Clothing,stimuli/objects/jeans01.jpg,0.794,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,2,0,0,0,18,18,18,1,stimuli/m1.jpg,stimuli/m4.jpg,2,stimuli/Stationary & school supply.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,stimuli/Clothing.png,4,1,0,stimuli/m4.jpg,Clothing,stimuli/objects/bowtie.jpg,1.602,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,1,0,0,0,19,19,19,1,stimuli/m1.jpg,stimuli/m4.jpg,1,stimuli/Stationary & school supply.png,stimuli/Clothing.png,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,3,0,0,stimuli/m1.jpg,Vehicle,stimuli/objects/porsche.jpg,1.73,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,1,0,0,0,20,20,20,1,stimuli/m1.jpg,stimuli/m4.jpg,1,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,stimuli/Clothing.png,stimuli/Stationary & school supply.png,3,0,0,stimuli/m1.jpg,Clothing,stimuli/objects/sandal.jpg,0.838,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,2,0,0,0,21,21,21,1,stimuli/m4.jpg,stimuli/m1.jpg,2,stimuli/Vehicle.png,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,stimuli/Stationary & school supply.png,4,1,0,stimuli/m1.jpg,Stationary & school supply,stimuli/objects/chalkboard01.jpg,1.739,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,3,1,1,0,22,22,22,1,stimuli/m4.jpg,stimuli/m1.jpg,1,stimuli/Gamestoy & entertainment.png,stimuli/Stationary & school supply.png,stimuli/Clothing.png,stimuli/Vehicle.png,3,1,0,stimuli/m4.jpg,Clothing,stimuli/objects/tie02.jpg,1.331,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,4,1,1,0,23,23,23,1,stimuli/m4.jpg,stimuli/m1.jpg,2,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,stimuli/Clothing.png,stimuli/Stationary & school supply.png,4,1,0,stimuli/m1.jpg,Stationary & school supply,stimuli/objects/papertray.jpg,1.27,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,1,1,1,0,24,24,24,1,stimuli/m4.jpg,stimuli/m1.jpg,1,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,stimuli/Stationary & school supply.png,1,1,0,stimuli/m4.jpg,Clothing,stimuli/objects/shirt02.jpg,1.182,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,2,1,1,0,25,25,25,1,stimuli/m4.jpg,stimuli/m1.jpg,2,stimuli/Vehicle.png,stimuli/Stationary & school supply.png,stimuli/Gamestoy & entertainment.png,stimuli/Clothing.png,2,1,0,stimuli/m1.jpg,Stationary & school supply,stimuli/objects/pen04b.jpg,2.056,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,4,1,1,0,26,26,26,1,stimuli/m4.jpg,stimuli/m1.jpg,2,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,stimuli/Stationary & school supply.png,4,1,0,stimuli/m1.jpg,Stationary & school supply,stimuli/objects/divider02.jpg,1.386,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,3,0,1,0,27,27,27,1,stimuli/m4.jpg,stimuli/m1.jpg,1,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,stimuli/Clothing.png,stimuli/Stationary & school supply.png,4,0,0,stimuli/m4.jpg,Stationary & school supply,stimuli/objects/expandablefolder03a.jpg,1.195,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,2,0,0,0,28,28,28,1,stimuli/m1.jpg,stimuli/m4.jpg,2,stimuli/Vehicle.png,stimuli/Stationary & school supply.png,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,3,1,0,stimuli/m4.jpg,Clothing,stimuli/objects/sock01a.jpg,1.465,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,2,0,0,0,29,29,29,1,stimuli/m1.jpg,stimuli/m4.jpg,1,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,stimuli/Clothing.png,stimuli/Stationary & school supply.png,4,1,0,stimuli/m1.jpg,Stationary & school supply,stimuli/objects/pencilsharpener02a.jpg,1.699,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,4,0,0,0,30,30,30,1,stimuli/m4.jpg,stimuli/m1.jpg,2,stimuli/Clothing.png,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,stimuli/Stationary & school supply.png,3,0,0,stimuli/m1.jpg,Gamestoy & entertainment,stimuli/objects/interlockingbuildingblock03b.jpg,1.039,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,3,1,1,0,31,31,31,1,stimuli/m4.jpg,stimuli/m1.jpg,2,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,stimuli/Stationary & school supply.png,stimuli/Vehicle.png,3,1,0,stimuli/m1.jpg,Stationary & school supply,stimuli/objects/scotchtape.jpg,0.965,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,1,0,1,0,32,32,32,1,stimuli/m4.jpg,stimuli/m1.jpg,2,stimuli/Stationary & school supply.png,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,stimuli/Clothing.png,2,0,0,stimuli/m1.jpg,Vehicle,stimuli/objects/mailtruck.jpg,1.401,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,3,1,1,0,33,33,33,1,stimuli/m1.jpg,stimuli/m4.jpg,2,stimuli/Stationary & school supply.png,stimuli/Vehicle.png,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,3,1,0,stimuli/m4.jpg,Clothing,stimuli/objects/flipflop01b.jpg,1.481,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,2,1,1,0,34,34,34,1,stimuli/m1.jpg,stimuli/m4.jpg,2,stimuli/Vehicle.png,stimuli/Clothing.png,stimuli/Stationary & school supply.png,stimuli/Gamestoy & entertainment.png,2,1,0,stimuli/m4.jpg,Clothing,stimuli/objects/witchhat.jpg,1.471,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,n,42.725,0,0,0,0,1,,,,,,,,,,,,,,,,
0,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,0,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,2,1,1,stimuli/m5.jpg,,stimuli/objects/jumpingjack.jpg,,,,,,,,,3,0,3.045,0,0,0,0,1,Hand labour tool & accessory,,,,,,,
1,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,1,1,1,stimuli/m5.jpg,,stimuli/objects/boxcutter03a.jpg,,,,,,,,,1,1,1.181,0,1,1,1,1,Hand labour tool & accessory,,,,,,,
0,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,2,0,1,stimuli/m2.jpg,,stimuli/objects/huntingknife.jpg,,,,,,,,,3,0,0.997,0,2,2,2,1,Kitchen & utensil,,,,,,,
1,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,2,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,4,1,1,stimuli/m2.jpg,,stimuli/objects/footballhelmet.jpg,,,,,,,,,4,1,1.054,0,3,3,3,1,Outdoor activity & sport item,,,,,,,
1,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,2,1,1,stimuli/m5.jpg,,stimuli/objects/handrake01a.jpg,,,,,,,,,2,1,0.781,0,4,4,4,1,Hand labour tool & accessory,,,,,,,
1,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,1,1,1,stimuli/m2.jpg,,stimuli/objects/crosscountryski.jpg,,,,,,,,,1,1,1.848,0,5,5,5,1,Outdoor activity & sport item,,,,,,,
0,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,2,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,2,0,1,stimuli/m2.jpg,,stimuli/objects/television.jpg,,,,,,,,,1,0,1.23,0,6,6,6,1,Electronic device & accessory,,,,,,,
